F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,Class,
0.29998,0.24476,.2043,0.27781,0.15664,0.12238,0.5,0.45455,0.5,0.47059,.46704,0.47826,0.46154,N,
0.26576,0.22449,0.13793,0.28041,0.13061,0.07653,0.5,0.54545,.50788,0.47059,.46704,0.3913,0.42308,N,
0.34153,0.66879,0.23677,0.26636,0,0.1672,0.5,0.54545,0.5,0.41176,0.4,0.43478,0.38462,N,
0.15771,0,0.34787,0.0615,0,0,0.375,0.36364,0.28571,.48523,0.3,0.30435,0.26923,N,
0.44466,0.23902,0.06594,0.0408,.14264,0.34146,0.25,0.27273,0.28571,0.23529,0.2,0.21739,0.19231,N,
0.36512,0.23152,0.15121,0.12204,0.28327,0.15321,0.625,0.54545,0.42857,0.41176,0.4,.45177,0.42308,N,
0.21592,.27103,0.04536,0.11226,0.15034,0.29362,0.375,0.27273,0.21429,0.23529,0.2,0.21739,0.19231,N,
0.2577,0.20702,0.14991,0.2087,0.0414,0.21026,0.625,0.63636,0.5,0.47059,.46704,0.47826,0.42308,N,
0.57305,0.24046,0.16768,0.06384,0.12824,0.20038,0.875,0.90909,0.85714,0.88235,0.85,0.82609,0.84615,N,
0.30909,.27103,0.22868,0.14673,0.02807,0.32895,0.625,.54098,0.5,0.47059,0.45,0.43478,0.46154,N,
0.25266,0.18325,0.07962,0.33936,0.1466,.28136,0.625,.54098,.50788,0.52941,0.5,0.52174,0.5,N,
0.26467,0.26874,0.13591,0.237,0.12285,0.27194,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.38157,0.20974,0.27845,0.21927,0.12584,0.29494,.58596,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.28563,0.30508,0.20456,0.20251,0.13559,0.10593,0.625,0.54545,0.57143,0.52941,0.55,0.52174,0.5,N,
0.45238,0.22581,0.25995,0.1764,0.16675,.28136,0.625,0.63636,0.57143,0.52941,0.5,0.52174,0.46154,N,
0.12187,0.35,0.15361,0.28512,.14264,0.39773,0.25,0.36364,0.35714,0.35294,0.3,0.30435,0.26923,N,
0.35211,0.32833,0.14582,0.26676,0.06304,0.394,0.625,0.54545,0.5,0.58824,0.5,.45177,0.5,N,
0.21259,0.27753,0.02977,0.31318,0.09868,0.30837,0.375,0.36364,0.35714,0.35294,0.3,0.30435,0.30769,N,
0.32662,0.24873,0.19727,0.24412,0.02843,0.22208,0.625,0.54545,0.57143,0.58824,0.55,0.47826,.43945,N,
0.33513,0.18421,0.23344,0.17883,0.14737,0.43174,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.24115,.27103,0.14304,0.17701,0.26667,0.16204,0.625,0.45455,0.42857,0.41176,0.4,0.43478,0.42308,N,
0.13357,0.49822,0.13229,.21702,0.23915,0.28025,0.5,0.36364,0.42857,0.41176,0.4,0.34783,0.34615,N,
.30008,0.33964,0.27194,0.15342,0.1458,0.31065,0.625,0.54545,0.5,0.52941,0.5,0.47826,0.5,N,
0.20505,.27103,0.12923,0.15192,0.11778,0.2175,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.16709,0.27762,0.1436,0.1777,0,0.34703,0.75,0.63636,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.09245,0.60345,0.17479,0.2163,0.38621,0.45259,0.375,0.36364,0.35714,0.29412,0.25,0.21739,0.19231,N,
0.34838,0.31638,0.30547,0.16538,0.06328,0.19774,0.625,0.63636,.50788,0.58824,0.55,0.52174,0.5,N,
0.38182,0.26006,.2043,0.18126,0.03467,.28136,.58596,0.72727,0.64286,0.64706,.46704,0.65217,0.61538,N,
0.37947,0.25846,0.28074,0.18014,0.03446,0.20192,0.75,0.72727,0.64286,0.64706,0.65,0.65217,0.61538,N,
0.23234,0.31129,.2043,0.13351,0.15751,.28136,0.625,0.54545,0.57143,0.52941,0.45,0.47826,0.42308,N,
0.43665,0.27362,0.12108,0.13622,0.07296,0.48453,0.375,0.36364,0.35714,0.35294,.46704,0.30435,0.34615,N,
0.59168,.27103,0.34958,0.11536,0.15448,0.18103,0.5,0.54545,0.5,0.47059,0.5,0.47826,0.5,N,
0.38512,0.3674,0.19604,0.13862,0.03094,0.21754,0.625,0.54545,.50788,0.52941,0.5,0.52174,0.5,N,
0.31366,0.25348,0.23533,0.06989,.14264,0.31685,0.5,0.45455,0.42857,0.35294,0.4,0.3913,0.38462,N,
0.2639,0.2349,0.31752,0.01871,.14264,0.29362,0.375,0.36364,0.42857,0.41176,0.4,0.43478,0.42308,N,
0.25638,0.27732,0.23083,0.15425,0.16831,0.52596,0.625,0.54545,.50788,0.52941,0.5,0.43478,0.42308,N,
0.38512,0.23204,0.28005,0.20794,0.18564,.28136,0.5,0.45455,0.42857,.48523,0.35,0.34783,0.34615,N,
.30008,0.31461,.2043,0.07048,0.06292,0.22121,.58596,0.45455,.50788,0.41176,0.4,0.3913,0.38462,N,
.30008,0.29602,.2043,0.17684,0.16716,0.41356,0.625,0.54545,0.57143,0.52941,0.5,.45177,0.5,N,
0.38029,0.28132,0.4314,0.05932,0.15887,0.37234,0.5,0.54545,0.57143,0.52941,0.45,0.43478,0.46154,N,
0.28751,0.1689,0.28085,0.07848,0,0.32842,0.5,0.45455,0.42857,0.41176,0.4,.45177,0.38462,N,
0.34541,0.32209,0.18659,0.20524,0.06871,0.29525,0.5,0.45455,0.5,0.47059,0.45,0.47826,0.5,N,
0.30466,0.31818,0.34561,0.14256,.14264,0.44744,0.5,.54098,0.5,.48523,0.45,.45177,0.5,N,
0.4838,0.31579,.2043,.21702,0.25263,0.46053,0.625,0.54545,0.5,0.41176,0.4,0.3913,0.38462,N,
0.63083,0.32941,0.19878,0.0984,0.26353,0.41176,0.375,0.45455,0.42857,0.35294,0.35,0.34783,0.34615,N,
0.43072,0.29836,0.33239,.21702,0.22033,0.65984,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.42308,N,
0.23533,0.24138,0.18009,0.09176,0.38621,0.4663,0.5,0.36364,0.35714,.48523,0.35,0.34783,0.34615,N,
0.31651,0.34028,0.26988,0.1452,0.03889,0.21267,.58596,0.45455,0.42857,0.41176,0.4,0.34783,.43945,N,
0.46225,0.30172,0.26219,0.03605,0,0,.58596,0.54545,0.5,.48523,0.4,0.43478,.43945,N,
0.35677,0.26027,0.22485,0.21277,0.04384,0.37671,.58596,0.72727,0.64286,0.58824,0.55,0.52174,0.5,N,
0.26248,0.58741,0.28358,.21702,0,0.24476,0.625,0.54545,0.5,.48523,0.4,0.3913,0.38462,N,
0.1281,0.16724,0.14994,0.157,0.1529,0.26877,0.375,0.36364,.50788,0.29412,0.25,0.26087,0.26923,N,
0.37497,0.22028,0.20087,0.18277,0.01958,0.22946,0.625,0.63636,.50788,0.58824,0.55,0.52174,0.53846,N,
0.43567,0.39375,.2043,0.08712,0.14,0.34635,0.375,0.36364,0.28571,0.29412,0.3,0.30435,0.30769,N,
0.26553,0.36733,0.22978,.21702,0.15728,0.37509,0.875,.54098,0.71429,0.70588,0.65,0.6087,0.65385,N,
0.28357,0.37019,0.22745,0.14073,0.16154,0.2524,.58596,0.45455,0.35714,0.35294,0.4,0.34783,0.38462,N,
0.25727,0.26515,.2043,0.14784,0.02828,0.22096,0.5,0.45455,0.5,0.47059,0.45,.45177,0.38462,N,
0.29248,0.28,0.18433,0.12165,0.08145,0.63636,0.5,0.45455,.50788,.48523,0.4,0.3913,0.38462,N,
0.22721,0.23729,0.22911,0.10632,0.18983,0.25953,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.19617,0.34146,0.35716,0.051,0.27317,0.28455,0.5,0.45455,0.35714,.48523,0.35,0.34783,0.34615,N,
0.37133,0.29086,0.20126,0.11584,.14264,0.52112,0.5,0.45455,0.42857,0.35294,0.4,0.3913,0.34615,N,
0.27855,0.33333,0.27795,0.07241,0.24242,0.11364,.58596,0.45455,0.42857,0.41176,0.4,.45177,0.42308,N,
0.42897,0.22,0.17379,0.28675,0.064,0.225,0.625,0.54545,.50788,0.47059,0.5,0.47826,0.46154,N,
0.39642,0.29961,0.21039,0.42306,0.08716,0.23833,0.75,0.63636,0.64286,0.58824,0.55,0.52174,0.5,N,
0.33581,.27103,0.1775,0.28724,0.11313,0.31818,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.5,N,
0.24373,0.37121,0.128,.21702,.14264,0.26515,0.5,0.54545,0.5,0.41176,0.45,0.43478,0.38462,N,
0.30935,0.25427,0.20218,0.17871,0.09573,0.46741,0.625,0.54545,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.28397,0.23988,0.1158,0.27358,0.13956,0.3271,0.625,0.45455,0.42857,0.47059,0.45,0.43478,0.42308,N,
.30008,.27103,0.25461,.21702,0.01534,0.21575,.58596,0.72727,0.78571,.48523,0.65,0.65217,0.65385,N,
0.28025,.27103,0.17662,0.17485,0.27317,0.4878,0.5,0.45455,0.5,0.47059,0.45,0.43478,0.42308,N,
0.20737,.27103,0.16803,0.18483,0.06188,0.38674,0.5,0.45455,.50788,0.41176,0.45,0.43478,0.42308,N,
0.26285,0.18873,0.1905,0.21524,0.08235,.28136,0.375,.54098,0.35714,0.41176,0.35,0.3913,0.34615,N,
0.29381,0.32603,0.29627,0.10311,0.12274,0.38356,0.625,0.45455,0.35714,0.35294,0.3,0.30435,0.30769,N,
0.25086,0.49123,0.21738,0.2201,0.0655,0.15351,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.24844,0.27027,0.22181,0.12917,0.04324,0.10135,0.5,0.45455,0.42857,.48523,0.4,0.3913,0.34615,N,
0.23313,0.22134,0.13357,0.21488,0.08854,0.13834,0.5,0.45455,0.42857,.48523,0.45,0.43478,0.42308,N,
0.09884,0.58065,0.26474,0.19271,0.4129,0.24194,0.625,0.63636,0.57143,.48523,0.65,0.6087,0.57692,N,
0.41891,0.27344,0.18481,0.09801,0.11667,0.22786,0.5,0.54545,0.5,0.47059,0.45,0.43478,0.42308,N,
0.30568,.27103,0.13646,0.20859,0.21283,.28136,0.5,0.54545,0.42857,0.35294,0.4,0.3913,0.38462,N,
0.24201,0.41467,0.32411,0.21233,0.12638,0.24683,.58596,0.63636,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.31542,0.13003,0.27202,0.20715,0.06935,0.18963,0.5,.54098,0.42857,0.47059,0.45,0.3913,0.42308,N,
0.23027,0.60123,0.14512,0.25655,.14264,0.16104,.58596,0.36364,.50788,0.35294,0.35,0.34783,0.34615,N,
0.38804,0.27632,0.22232,0.19258,0.14737,0.11513,0.5,0.45455,0.42857,.48523,0.35,0.34783,0.34615,N,
0.29366,0.17039,0.08226,0.27144,0.20446,0.15974,0.5,.54098,0.5,0.47059,0.45,0.3913,.43945,N,
0.31837,0.37187,0.11616,0.19602,0.07,0.19141,0.625,0.63636,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.27691,0.16432,0.18812,0.33376,0.06009,0.17019,1,0.81818,0.78571,0.82353,0.75,0.73913,0.73077,N,
0.3228,.27103,0.22604,0.18182,0.14983,0.11706,0.5,0.45455,0.5,0.47059,0.45,.45177,0.46154,N,
.30008,.27103,0.2055,0.02826,0.07568,0.17736,0.5,0.54545,0.42857,0.47059,.46704,0.47826,0.46154,N,
0.31654,0.20036,0.21763,0.1945,0.04007,0.2661,.58596,0.54545,0.42857,0.47059,0.45,0.47826,0.46154,N,
0.31654,0.21288,0.21763,0.18702,0.04007,0.2661,0.625,0.54545,.50788,0.47059,0.45,0.47826,0.46154,N,
0.35987,0.18792,0.06804,0.1684,0.30067,0.33767,.58596,.54098,0.5,0.41176,0.45,0.43478,0.42308,N,
0.18925,0.41176,0.23854,.21702,0,0.10294,0.375,0.45455,0.35714,0.29412,0.25,0.21739,0.19231,N,
0.23783,0.14113,0.06813,0.33724,0.04516,0.21169,0.5,0.45455,0.42857,0.35294,0.35,0.34783,0.34615,N,
0.29022,0.32474,0.20032,0.11856,0.1732,0.38338,0.5,0.54545,0.5,0.47059,0.4,.45177,0.38462,N,
0.28598,0.29556,0.20276,0.16727,0.12444,0.40833,0.5,0.45455,0.5,0.47059,0.45,0.43478,0.42308,N,
.30008,0.28767,0.18517,0.14321,0,0.32962,0.5,0.54545,0.57143,0.47059,0.45,0.3913,0.38462,N,
0.33167,0.28866,0.05226,0.36645,0.40412,0.22552,0.375,0.36364,0.35714,0.41176,0.4,0.34783,0.34615,N,
0.61041,0.26563,0.09806,0.08401,0.225,0.41016,0.5,0.45455,0.42857,0.41176,0.4,0.3913,.43945,N,
0.42897,0.56,0.0811,0.16727,0,0.42,.58596,0.27273,0.28571,0.29412,0.3,0.26087,0.23077,N,
.30008,0.06074,0.11729,0.21771,0.14577,0.05694,0.5,.54098,0.57143,0.52941,0.45,0.43478,0.38462,N,
0.31279,0.40833,0.26753,0.19167,0.23333,0.29167,0.625,0.54545,0.5,0.47059,0.45,0.47826,0.46154,N,
0.27288,0.35623,0.12898,0.22346,0.22799,0.35623,0.75,0.54545,0.42857,.48523,0.45,0.47826,.43945,N,
0.27822,0.33019,0.11955,0.28602,0.07925,0.08255,0.625,0.54545,0.57143,0.58824,0.55,0.47826,0.5,N,
0.28815,0.11449,.2043,0.28335,0.0785,0.14311,0.5,0.54545,0.5,0.47059,0.45,0.3913,.43945,N,
0.2573,0.28215,0.13621,0.32909,0.17198,0.33589,0.625,0.63636,0.71429,0.64706,0.55,0.47826,0.5,N,
0.38042,0.30743,0.0685,0.35319,0.3027,0.23649,0.625,0.54545,0.5,0.47059,0.45,0.43478,0.38462,N,
0.4355,0.35533,.2043,0.26534,0.34112,0.33312,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.33513,0.22629,0.24762,0.16223,0.09655,.28136,0.625,0.63636,0.64286,0.58824,0.55,0.56522,0.57692,N,
0.29248,.27103,0.18433,.21702,0.12218,0.22273,0.75,0.72727,0.64286,0.58824,0.6,0.56522,0.57692,N,
0.2845,.27103,.2043,.21702,0.08058,0.24393,0.75,0.63636,0.64286,.48523,0.55,0.52174,0.5,N,
0.30935,0.40385,0.30869,0.30157,0.05385,0.37861,1,0.72727,0.78571,0.76471,0.75,0.69565,0.65385,N,
0.3064,0.32,.2043,.21702,0.128,0.125,0.625,0.54545,0.5,0.41176,0.45,0.43478,0.38462,N,
0.32845,0.4107,0.27808,0.07716,0.10745,0.55212,0.625,0.63636,0.57143,0.58824,0.5,0.47826,0.5,N,
0.25099,0.26809,0.15818,0.26692,0.04766,0.26064,0.5,.54098,0.5,0.47059,.46704,0.43478,0.42308,N,
0.34798,0.30973,0.17943,0.20971,0.23127,0.2323,0.5,0.45455,.50788,0.47059,0.45,0.3913,0.34615,N,
0.29426,0.2561,0.32282,0.22949,0.13659,0.30234,0.625,.54098,0.64286,0.58824,.46704,0.52174,0.57692,N,
0.23013,0.33047,0.18855,0.17948,0.09614,0.07511,0.625,.54098,0.57143,0.47059,0.45,0.43478,.43945,N,
0.22271,0.40256,0.20513,0.14696,.14264,0.30751,0.625,0.54545,0.42857,0.41176,0.4,0.43478,0.42308,N,
0.19798,0.23692,0.14557,0.21874,0,0.18846,.58596,0.54545,.50788,0.41176,0.45,0.47826,0.42308,N,
.30008,0.25821,0.24347,0.18559,0.16784,.28136,0.875,0.81818,0.78571,.48523,0.8,0.78261,0.80769,N,
0.39806,0.03057,0.08854,0.2374,0.09782,0.15284,0.5,0.45455,0.42857,0.41176,0.35,0.34783,0.34615,N,
0.31886,0.27184,0.20095,.21702,.14264,0.29733,0.625,0.63636,0.5,0.47059,0.5,.45177,0.5,N,
.30008,0.26305,0.07055,0.27064,0.21044,0.21921,0.5,0.45455,0.42857,0.41176,.46704,0.3913,.43945,N,
0.23441,0.11475,0.23083,0.30849,0.0306,0.11954,0.75,0.63636,0.64286,0.64706,0.55,0.52174,.43945,N,
0.26479,0.28086,0.32333,0.16779,0.06914,0.32407,0.5,0.45455,0.5,0.52941,0.5,0.47826,0.46154,N,
0.22657,0.44366,0.21418,.21702,0.15775,0.36972,0.625,.54098,0.5,0.41176,.46704,0.3913,0.42308,N,
.30008,.27103,0.1438,0.28917,0.29787,0.27926,0.5,0.36364,0.35714,0.29412,0.3,0.30435,0.30769,N,
0.28221,0.27231,0.15466,.21702,0.13669,0.21358,.58596,0.63636,0.57143,0.58824,0.5,0.47826,0.5,N,
0.19393,0.21519,0.14055,0.15124,0.10127,0.28481,0.75,0.63636,0.57143,0.52941,0.5,0.52174,0.5,N,
0.19393,0.21519,0.14055,0.15124,0.10127,0.28481,0.75,0.63636,0.57143,0.52941,0.5,0.52174,.43945,N,
.30008,0.36082,0.10451,0.30178,0.23093,0.18041,0.75,0.54545,0.5,0.52941,0.5,0.47826,0.46154,N,
0.51151,.27103,0.15563,0.2201,0.07368,0.31661,0.5,0.45455,0.42857,.48523,.46704,0.3913,0.38462,N,
0.34409,0.26203,0.19878,0.24599,0.08984,0.35094,0.5,0.54545,0.5,.48523,0.45,0.47826,0.42308,N,
0.2053,.27103,0.12939,0.24488,0.15135,0.25619,0.625,.54098,0.5,0.47059,0.45,0.43478,0.42308,N,
0.37629,.27103,0.25032,0.11412,0.15283,0.2729,0.625,0.54545,0.5,0.47059,0.4,0.43478,0.42308,N,
0.27427,0.21483,0.16421,0.17112,0.05729,0.08951,0.625,0.54545,0.5,.48523,0.45,.45177,0.46154,N,
0.33054,0.2637,0.23146,0.21482,0.15342,0.29966,.58596,0.63636,0.57143,0.52941,.46704,0.47826,0.46154,N,
0.32432,0.22581,0.10901,0.37097,0.18065,0.21169,0.625,0.63636,0.64286,0.58824,0.55,.45177,0.5,N,
0.39719,0.19444,0.15645,0.23232,0.31111,0.16204,0.375,0.36364,0.35714,.48523,0.3,0.30435,0.34615,N,
0.25656,0.23445,0.12935,0.2201,0.05359,0.1256,0.5,0.45455,0.35714,0.35294,0.35,0.34783,0.34615,N,
0.19538,0.11336,.2043,0.23703,0.09069,0.1417,.58596,0.54545,0.5,0.41176,0.35,0.30435,0.30769,N,
0.37646,0.35863,0.19878,0.14283,0.14877,0.33207,0.625,0.63636,.50788,0.58824,0.55,.45177,0.46154,N,
0.32422,.27103,0.19647,0.21395,0.13023,0.21366,0.625,.54098,0.57143,0.58824,0.55,0.52174,0.53846,N,
0.16756,0.39375,0.14784,0.16989,0,0.30078,0.625,.54098,0.42857,0.41176,0.4,.45177,0.42308,N,
0.31235,0.25825,0.22966,0.203,0.0435,0.27184,0.625,0.72727,0.64286,0.58824,0.55,0.56522,0.57692,N,
0.29426,0.14939,0.07212,.21702,0.06829,0.13338,0.5,0.45455,0.42857,0.47059,0.45,0.43478,0.42308,N,
0.34838,0.21751,0.1241,0.23626,0.06328,.28136,0.375,.54098,0.5,0.47059,0.4,0.43478,0.42308,N,
0.35851,0.14244,0.24559,0.13372,0.13023,0.3561,0.625,.54098,.50788,0.47059,0.45,0.43478,0.42308,N,
0.48994,0.14213,.2043,0.31841,0.28426,0.08883,0.5,0.45455,0.5,0.41176,0.4,0.34783,0.38462,N,
0.26206,0.42105,0.29855,0.11005,0.18947,0.21382,0.625,0.45455,0.5,0.47059,0.45,.45177,0.38462,N,
0.2496,0.2809,0.179,0.14096,0.01798,0.63202,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.34615,N,
.30008,0.17563,0.26041,0.20984,0.1405,0.18817,1,0.81818,.50788,0.64706,0.6,0.56522,0.53846,N,
0.25534,0.2037,.2043,0.28764,0.23704,0.23148,0.625,0.63636,0.57143,0.52941,0.5,0.52174,0.5,N,
0.25709,0.31164,0.3009,0.22914,0.19178,0.47945,0.625,0.54545,0.57143,0.47059,0.5,0.47826,.43945,N,
0.14492,0.12613,0.24355,0.1507,.14264,0.31532,0.75,.54098,0.71429,0.64706,0.6,0.56522,0.53846,N,
0.36688,0.18421,0.23122,0.24211,0.11789,0.41447,0.875,0.72727,0.71429,0.64706,0.65,0.6087,0.61538,N,
0.13575,0.22152,0.1711,0.26467,0.07089,0.16614,0.375,0.27273,.50788,0.29412,0.3,0.30435,0.30769,N,
0.28087,0.26667,0.12874,0.23896,.14264,0.125,0.5,0.45455,0.42857,0.41176,0.4,0.3913,0.38462,N,
0.33513,0.31971,0.34118,0.13068,0.05385,0.14724,0.625,0.54545,0.5,0.52941,0.5,0.52174,0.53846,N,
0.31735,0.25714,.2043,0.23896,0.06857,0.28571,0.5,0.54545,0.57143,0.52941,0.5,0.43478,0.42308,N,
0.36583,0.31384,.2043,.21702,0.08733,0.2729,0.5,.54098,.50788,0.52941,.46704,0.52174,0.46154,N,
0.34594,0.1545,0.34424,0.1704,0.05705,0.37139,0.625,0.72727,.50788,0.64706,0.65,0.69565,0.65385,N,
0.49193,0.57798,0.24802,0.15346,0,0.08028,0.375,0.45455,0.5,0.41176,0.4,0.3913,0.38462,N,
0.38715,0.37906,0.0366,0.34723,.14264,0.09477,0.5,0.54545,0.5,0.41176,0.45,0.3913,0.38462,N,
0.27064,0.35331,0.19189,0.10553,0.17666,0.16562,0.625,0.63636,0.57143,0.58824,0.55,0.47826,0.5,N,
.30008,0.25926,0.37548,0.1936,0.20741,0.32407,0.5,0.54545,0.5,0.47059,0.45,0.43478,0.5,N,
0.27381,0.41702,0.2157,0.19574,0.04766,.28136,0.5,0.45455,0.42857,0.41176,0.35,0.34783,0.34615,N,
.30008,.27103,0.18278,0.17089,0.10769,0.29447,0.625,0.63636,0.5,0.47059,0.5,0.52174,0.5,N,
0.20393,.27103,0.15876,0.31808,0.10022,0.13702,0.625,0.54545,0.57143,0.52941,.46704,.45177,0.53846,N,
.30008,0.22693,0.30338,0.33371,0.02793,0.2182,1,0.90909,0.85714,0.82353,0.8,0.78261,0.80769,N,
0.2699,0.21141,.2043,0.18243,0.03758,0.14681,0.5,.54098,.50788,0.47059,0.5,0.47826,0.42308,N,
0.28598,0.28,0.11264,0.22303,0.07467,0.35,0.625,0.54545,0.42857,0.47059,0.45,0.43478,0.42308,N,
0.25621,.27103,0.11533,0.24263,0.22935,0.26877,0.5,0.45455,0.35714,0.35294,0.3,0.30435,0.34615,N,
0.34932,0.25081,0.22015,0.24519,0.25537,0.25651,0.5,0.54545,0.5,.48523,0.5,.45177,.43945,N,
0.31854,0.34653,0.33459,0.12421,0.22178,0.2599,0.5,0.45455,.50788,0.47059,0.45,0.43478,0.46154,N,
0.33644,0.24706,0.14577,0.27879,0.21961,0.03431,0.5,0.45455,0.5,0.47059,0.45,0.43478,.43945,N,
0.50046,0.42,0.3154,0.16727,0,0.175,0.75,0.54545,0.57143,0.52941,0.5,0.52174,0.53846,N,
0.29679,0.15498,0.2494,0.04629,0.04133,0.22601,0.625,0.54545,0.57143,0.52941,0.45,0.43478,0.42308,N,
0.25076,.27103,0.5111,0.18308,0.02229,0.4005,0.75,0.72727,0.71429,0.70588,0.7,0.69565,0.65385,N,
0.28924,0.37759,0.16826,0.34704,.14264,.28136,0.5,0.45455,0.42857,0.41176,0.35,0.34783,0.30769,N,
0.41353,0.46787,.2043,0.31176,0.48946,0.3599,0.625,0.54545,0.5,0.52941,0.55,0.52174,0.5,N,
0.26475,0.14117,0.3619,0.19484,0.03894,0.05476,0.875,0.90909,.50788,0.76471,0.8,0.73913,0.69231,N,
0.35079,0.26168,0.32372,0.19541,0.10467,0.34755,0.625,0.54545,0.57143,.48523,0.45,0.47826,0.46154,N,
0.26349,0.10319,0.07473,0.31852,0.08256,0.10749,.58596,.54098,0.5,0.47059,0.45,0.43478,0.42308,N,
0.34594,.27103,0.23255,0.08993,0.19269,0.20699,0.75,0.63636,0.64286,0.64706,0.65,0.6087,0.61538,N,
.30008,0.57273,0.49154,0.03802,0,0,0.625,0.63636,.50788,0.64706,0.6,0.56522,0.57692,N,
0.33513,.27103,0.21121,0.05227,0.14,0.21875,0.375,.54098,0.35714,0.41176,0.35,0.30435,0.34615,N,
0.24251,0.10553,0.11887,0.25217,0.22513,0.39573,0.5,0.45455,0.42857,0.41176,0.4,0.34783,0.38462,N,
0.40316,0.21053,0.12704,0.34586,0.16842,0.19737,0.375,0.36364,0.35714,0.35294,0.35,0.34783,0.34615,N,
0.34435,0.25688,0.25422,0.10742,0.10275,0.28899,0.5,0.54545,0.5,0.47059,0.4,0.3913,.43945,N,
0.32941,0.21502,0.39214,0.32827,0.1529,0.26877,0.75,.54098,0.71429,0.64706,0.65,0.6087,0.61538,N,
0.43443,0.56713,0.34419,0.15488,.14264,0.24306,0.625,0.54545,0.5,0.52941,0.5,0.47826,0.5,N,
0.40468,0.30818,0.01063,0.35506,0.03522,0.16509,0.5,0.45455,0.42857,0.47059,0.45,0.43478,0.38462,N,
0.35589,0.27876,0.31401,0.14803,0,0.15487,0.5,0.45455,0.42857,0.47059,0.45,0.3913,0.34615,N,
0.336,0.33812,0.2294,.21702,0.08773,0.09138,0.875,0.81818,0.71429,0.70588,.46704,0.6087,0.57692,N,
0.42375,0.29787,0.19516,0.1144,0.2383,0.58511,0.625,0.45455,0.42857,.48523,0.45,0.43478,0.42308,N,
0.23743,0.30996,0.19952,0.12345,0.16531,0.35517,0.375,0.36364,0.28571,0.29412,0.3,0.30435,.43945,N,
0.27203,0.22537,0.28024,.21702,0.09834,.28136,0.75,0.72727,.50788,0.64706,0.65,.45177,0.61538,N,
0.17775,0.46409,0.14314,0.03851,0.24751,0.40285,0.5,0.45455,0.42857,0.35294,0.35,0.30435,0.30769,N,
0.20982,0.33478,0.11754,0.34545,0.29217,0.19022,0.5,0.45455,0.5,0.47059,0.45,0.47826,0.42308,N,
0.33513,0.42799,0.18366,0.23295,0.16739,0.22588,.58596,0.63636,0.64286,0.58824,0.55,0.56522,0.5,N,
0.40316,.27103,0.05082,0.12577,0.08421,0.32895,0.5,0.36364,0.42857,0.41176,0.45,0.43478,0.38462,N,
.30008,0.14894,0.19173,0.26692,0,0.18617,0.625,0.54545,0.5,.48523,0.45,0.3913,0.38462,N,
0.20623,0.18846,0.20146,.21702,0.23692,0.38702,0.625,0.54545,0.57143,0.52941,0.5,0.47826,0.46154,N,
0.24373,0.26515,0.46082,.21702,0.1697,0.13258,0.625,0.54545,0.57143,0.52941,0.5,.45177,0.46154,N,
0.32596,0.34043,0.27733,0.12711,0.2383,0.47872,0.625,0.63636,0.57143,0.52941,0.55,0.47826,0.5,N,
0.32596,0.34043,.2043,0.12711,0.2383,0.50532,0.625,0.63636,0.57143,0.52941,.46704,0.47826,0.5,N,
0.37939,0.39623,0.20722,0.23013,0.14088,0.53656,0.625,0.63636,0.57143,0.52941,0.55,0.56522,.43945,N,
0.48307,0.31532,0.18267,.21702,.14264,0.07883,0.75,0.54545,0.5,0.52941,0.5,0.52174,0.5,N,
.30008,0.32997,0.15929,0.29568,.14264,0.29461,0.5,0.45455,0.5,0.47059,0.5,.45177,.43945,N,
.30008,0.20144,0.17018,0.19054,0.21487,.28136,0.625,.54098,0.57143,0.52941,0.5,0.43478,0.46154,N,
0.21942,0.23274,0.26792,0.13904,0.11458,0.13427,.58596,0.54545,0.5,0.47059,0.45,0.47826,0.46154,N,
0.2494,0.37984,.2043,0.24313,0.04341,0.30523,0.5,0.54545,0.5,0.41176,0.4,.45177,0.34615,N,
0.4166,.27103,0.09316,0.31442,0.30877,0.32895,0.625,0.54545,0.5,.48523,0.45,0.47826,.43945,N,
.30008,0.20358,0.12852,.21702,0.10022,0.37192,0.625,0.54545,0.57143,0.52941,.46704,0.47826,0.46154,N,
0.33968,.27103,.2043,0.15138,0.05068,0.35633,0.5,0.36364,0.42857,0.41176,0.4,0.3913,.43945,N,
0.33968,0.31674,0.24466,0.15138,0.05068,0.35633,0.5,0.36364,0.42857,0.41176,0.4,0.3913,.43945,N,
